id,created_on,operation,property_type,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,rooms,expenses,description,title,lat.1,lon.1,housenumber,street,city,state,bathrooms
84e15d62568e0c4c13986ef7a20c8c8d408a1801,2017-11-15,rent,Departamento,-34.6156552,-58.3675709,1600.0,40,40.0,1,,"Alquiler Temporario de Departamento MONOAMBIENTE en Puerto Madero, Capital FederalImpresionante Monoambiente divisible. Vista abierta al Rio. Aire acondicionado frio/ calo. Vestidor aparte. Equipado FULL Categoría Triple A. Con cochera cubierta fija y seguridad 24 hsAmenities: Piscina, Sala reuniones, Gym, Sala Masaje, Sauna y Micro Cine.IDEAL EJECUTIVO !!Condiciones de ingreso de Alquiler Temporario:Contratos de 6 meses: 1 mes de alquiler, 1 de depósito y 1 de gastos administrativos.Contratos de 3 meses: 1 mes de alquiler, 1 de depósito (que se devuelve, cuando se finaliza el contrato, al inquilino) y 20% de gastos administrativos.El valor mensual es paquete e incluye los servicios: expensas, cable, Internet, teléfono, luz, agua y ABL. La luz siempre con tope de consumo $800 bimestral. El excedente lo paga el inquilino. Las medidas son aproximadas, según los datos proporcionados por el propietario.Móvil: Lunes a viernes de 9 hasta 20 hs y sábados de 10 hasta 16 hs+54 9 11  Martillero responsable Horacio A. Rameri Matricula CUCICBA N° 6049",Azopardo 700,-34.615645,-58.36767,699,Azopardo,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,2
65ec75fcb898382ee9295f461416875732f906c3,2017-10-31,rent,Departamento,-34.5928625,-58.3785675,3200.0,256,256.0,8,,"Edificio de estilo Francés de excelente categoría y construcción, de seis exclusivos pisos, que cuenta con muy buen mantenimiento y con una elegante entrada y una buena planta y distribución con balcones alfrente.Posee Pallier privado, Hall de Recepción con Chimenea de mármol francés original, Amplia Sala de estar, Living y Escritorio al frente y Comedor con amplio vitraux original y toilette de recepción. Con un amplio hall de distribución se accede a los dormitorios, posee cuatro dormitorios, el principal en suite con vestidor. Y tres dormitorios más con muy buenos placards de obra y un baño completo, de buen tamaño y con revestimientos de pisos y paredes de mármol.Cocina amplia con comedor diario y luego una  área de servicio con baño de servicio. También cuenta con una habitación de chofer o baulera en la azotea del edificio. El edificio cuenta con un quincho en la terraza de uso común.Los pisos de la recepción y pasillos son de mármol en damero blanco y negro y los pisos de Salas de estar, Escritorio y Comedor son de roble de eslavonia al igual que los dormitorios todos en buen estado. Techos altos con detalles de molduras y vitraux originales en impecable estado. Cochera y baulera en planta baja. Se alquila con muebles. Ubicado en el Barrio de Retiro, a metros del Palacio Estrugamou y Plaza San Martín, zona residencial con edificios de gran categoría, cercana al Palacio San Martín, Palacio Paz, Palacio Saint, a la sede de la Cancillería Argentina y al emblemático Edificio Kavanagh y a la tradicional calle Florida y la Torre de los Ingleses.Condiciones de alquiler:Mes de depósitoPago del mes por adelantadoIncremento semestral Garantía de propiedad Comprobante de Ingresos",Juncal 800. Elegante Piso Francés Amoblado con cochera en Alquiler,-34.5929,-58.3786,1377,Arroyo,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,2
87b57fb6f757de83d2df2986c45763f5da03092d,2017-09-27,rent,Departamento,-34.587044,-58.4086948,3200.0,200,186.0,4,,"Alquiler de Departamento 4 AMBIENTES en Palermo, Capital FederalPiso con increíble vista al río y a la ciudad. Excelente estado.Living con salida a gran balcón corrido, comedor separado. Escritorio o playroom. Cocina separada muy luminosa con breakfast. Lavadero cómodo y dos dependencias de servicio con un baño. Tres dormitorios, principal en suite con salida a balcón. Segundo baño completo + toilette de recepción. El departamento cuenta con muchos espacios de guardado y doble circulación. Edificio con gimnasio y vigilancia.El valor del alquiler incluye los gastos de expensas y ABL + IVALUCIANO CAZENAVEInversiones Inmobiliarias / WhatsApp: 15- (Beatriz)Ayacucho 1394.  -  - LUCIANO CAZENAVE INVERSIONES INMOBILIARIAS",DEPARTAMENTO EN ALQUILER,-34.587,-58.4088,2150,"Diaz, Cnel. Av.",Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,2
894e3b33d3669a5879715d319ff1d647f7efc748,2017-08-02,rent,Departamento,-34.5504565,-58.44653,3200.0,190,180.0,5,,"Alquiler Temporal de 5 AMBIENTES en Belgrano, Capital FederalCondiciones de ingreso de Alquiler Temporario:Contratos de 6 meses: 1 mes de alquiler, 1 de depósito y 1 de gastos administrativos.Contratos de 5, 4 y 3 meses: 1 mes de alquiler, 1 de depósito (que se devuelve, cuando se finaliza el contrato, al inquilino) y 20% de gastos administrativos.Contratos de 1 y 2 meses: 1 mes de alquiler, 1 de depósito (que se devuelve, cuando se finaliza el contrato, al inquilino) y 25% de gastos administrativos.El valor mensual es paquete e incluye los 7 servicios: expensas, cable, Internet, teléfono, luz, gas, agua y ABL. La luz y el gas siempre con tope de consumo $250 bimestral. El excedente lo paga el inquilino. Nota importante: en los alquileres de 3 o 4 integrantes, la limpieza cada 15 días es obligatoria para el inquilino y queda a su cargo.Las medidas son aproximadas, según los datos proporcionados por el propietario. Consultar por disponibilidad.- Según lo estipulado por el nuevo Código Civil, los contratos serán por 3 meses con renovación -Móvil: Lunes a viernes de 9 hasta 20 hs y sábados de 10 hasta 16 hs+54 9 11  Martillero responsable Horacio A. Rameri Matricula CUCICBA N° 6049",Monroe 1100,-34.550443,-58.446525,1102,Avenida Monroe,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,2
1c9a2611f9962a3c7a24e9e07878b6eee31ebaae,2017-07-07,rent,Departamento,-34.5898991955,-58.3852400153,3200.0,181,181.0,4,,Elegante y Señorial departamento sobre Avda Alvear 191 m2 totales Palier Privado Recepción llena de luz a balcón con una vista a magnifico pulmón de manzana llena de verde y sol Escritorio o segundo living Balcón aterrazado con lindísima vista a jardines silenciosos Comedor para 10 personas Toilette de recepcion con ducha Numerosos lugares de guardado Baño completo Vestidor Dormitorio principal y Segundo dormitorio muy silenciosos Cocina Comedor diario Lavadero Dos dependencias de servicio Cochera Vigilancia 24 hs Valor de alquiler :U$3200 mas gastos,AVDA ALVEAR . ELEGANTE ALQUILER ,-34.59,-58.3853,1547,Alvear,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,2
2465762ee92e8e0d05638f5594c496971baa5b7f,2017-09-03,rent,Departamento,-34.6177194,-58.3620561,3200.0,130,121.0,3,,Amplio Living Comedor- Dos dormitorios en Suite- El principal Master suite con vestidor e Hidro- Toilette de recepcion- Cocina con comedor diario. Lavadero - Balcon terraza-  Cochera fija Cubierta- ,Excelente 3 ambtes.Torre sur. Dorm en suite. 130 mts cbtos.Cochera fija,-34.6177,-58.3621,377,"Vera Penaloza, Rosario",Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,2
77484b99ca78bee38a903de185913d71fd7dd855,2017-11-16,rent,Departamento,-34.6130072,-58.360158,3200.0,160,145.0,3,,"Hermoso departamento en alquiler de 3 ambientes con inmejorable vista con dos habitaciones suite, toilette, 1 cocheraExpensas:$18000 Conserjería 24 hs. Vigilancia 24 hs. Amenities de lujo:Amplia piscina cubierta, Piscina descubierta climatizada, Solarium, Cancha de tenis, Salón de fiestas, Salón de usos múltiples, Sala de música, Microcine, Restaurant, Salón Bar, Sector de juegos exteriores, Sala de musculación y fitness con deck exterior, Sala de masajes, sauna seco y húmedo, Peluquería, Guardería infantil. VALOR DE VENTA USD 1.300.000 CON 3 COCHERAS ",VENTA O ALQUILER Château Puerto Madero Residence,-34.6132,-58.3598,1331,Lanteri Julieta,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,2
db49436c2b0086fa71a4b2b8fc100af169578698,2017-07-07,rent,Departamento,-34.6094438,-58.3628766,3200.0,140,140.0,3,,"RENOIR 1 Piso Alto AVE 140 m2 Palier Privado con 2 ascensores principales Toilette de recepcion Impactante recepcion semicircular con ventanales con magnifica vista al Rio , reserva y ciudad Comedor Dormitorio Principal en suite con vestidor Segundo Dormitorio en suite Lindisima cocina con comedor diario Lavadero Baño de servicio 1 cochera Se alquila con todos los artefactos de luz , cortinas en todos los ambientes y black out Seguridad 24 hs Piscina cubierta y descubierta , Gym , Spa , Microcine , Gran Salon de Fiesta, Jaula de Golf Valor alquiler mensual : U$3200 + gastos",EXCELENTE ALQUILER RENOIR 1 ,-34.609491,-58.362997,399,Marta Lynch,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,2
2e27442b89f215b502bbfdd71c96919e5524d330,2017-07-20,rent,Casa,-34.4953367344,-58.4834280435,6400.0,560,560.0,8,,"Libertador al Rio, excelente ubicacion proximo a colegio Lincoln. estupendo chalet reciclado, garage 1 auto y cochera para 2, lindisimo jardin al frente con piscina, hall entrada, amplia recepcion de living, comedor formal, escritorio c/ hogar, gransala de estar o family con hogar, patio con parrilla al fondo, toilette de recepcion, cocina, comedor dario, doble dependencias de servicio con baño, en PA: amplio hall de distribucion,  4 dormitorios (1 en suite a balcon con vestidor y baño completo con jacuzzi) y 2 en semisuite, pequeño play o escritorio en 3º planta. CONSULTAR POR VENTA.","Excelente chalet, Libert a rio, prox a colegio Lincoln, 4 dorm, piscina !",-34.49529657142857,-58.48344685714286,343,Debenedetti,Vicente López,Buenos Aires,2
414afb6c7b0f350ee7ff1f8e304b70ec215e91a5,2017-06-05,rent,Departamento,-34.6177194,-58.3620561,4875.0,188,188.0,3,,"3 amb de 188m2 (opcion cocheras U$S 50.000 c/u) Escuchan Ofertas! Palier privado con acceso a dos ascensores principales.Hall de distribución, a espectacular living comedor, con grandes ventanales hacia el río; reserva y ciudad. Toilette y placard de recepción.  2 dormitorios en suite,  el principal con gran vestidor y en el baño: Doble bacha, jacuzzi y tanto sanitarios como la ducha están compartimentados.Cocina amplia con comedor diario todo muy luminoso con vistas inmejorables. Lavadero independiente y baño servicio. Entrada de servicio con acceso a escalera y dos ascensores. Aire acondicionado frío/calor central, individualizado por cada ambiente del departamento. El precio de las cocheras no está incluido en el precio 2 disponibles U$S75.000 cada una.CONSULTE POR UNIDADES SIMILARES DISPONIBLES A LA VENTA Y EN ALQUILER Amenities: Cuenta con variados servicios, entre ellos piletas de natación climatizadas in/out door, gym, cancha de tenis; SPA y sectores de tratamiento individuales por sexo, sauna, baño turco, baño finlandés, ducha escocesa, hidromasaje, steam box, boxes de masajes. Además posee SUM con sector de juegos para niños, cocina y toilettes, laundry, lavadero de mascotas y sala de choferes.- ",ALQUILER PAQUETE !!!! Renoir II Rio 2 SUITES OPORTUNIDAD,-34.6177,-58.3621,377,"Vera Penaloza, Rosario",Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,2
