id,created_on,operation,property_type,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,rooms,expenses,description,title,lat.1,lon.1,housenumber,street,city,state,bathrooms
5535db42b66c87e56e5f2f8ba6a9c81e54454311,2016-04-13,sell,Departamento,-37.9607639,-57.5496819,120000.0,85,85.0,3,,"Sobre avenida Tejedor, se encuentra este amplio y cómodo departamento de 3 ambientes. El mismo está ubicado en el primer piso por escalera, al contrafrente. Amplio hall de distribución de 6 x 1,20mts. Antebaño y baño completo con bañera. Dos dosmitorios amplios, uno de 4 x 3,50 y el otro de 3.50 x 3.50. Cocina con barra desayunadora. Amplio living comedor de 7 x 3,50mts. Balcón corrido con vista abierta al contrafrente. Además cuenta con una terraza con considerables medidas, parrilla y pequeña pileta. ",DEPARTAMENTOS 3 AMBIENTES. EXCELENTE ZONA,-37.960727,-57.549502,4999,Joaquina Acevedo,Mar del Plata,Buenos Aires,2
02405e16988a9f7992307ffb16a90d6ce0c7d08a,2016-01-14,sell,Departamento,-38.0058,-57.5522721,120000.0,54,48.0,2,,"Departamentos de 2 ambientesExcelentes unidades al frente con amplio balcón terraza con vista a la ciudad. Amplio living comedor, de cómodas dimensiones con cocina integrada con barra, , espacio para lavaropas, equipadas con hornos y campanas y gran calidad en mobiliario a medida. Baño completo con revestimientos de porcelanato, grifería y sanitarios de primera calidad. Dormitorio con piso flotante y placard equipado.Las unidades cuentan con detalles de categoría, como portero visor, carpintería de PVC con doble vidriado hermético, ascensor automático con frecuencia variable, calefacción por radiadores. Caldera Individual PEISA, cocinas y campanas de acero marca Domec, pisos de porcelanato en living, flotantes en dormitorios, acceso general por cerradura electrónica, portón automatizado en cocheras, quincho común equipado en terraza. Entrega y escrituración inmediata.Conozca este excelente producto ideal para renta o primera vivienda.","Venta. Semipiso de 2 Ambientes a Estrenar - Plaza Mitre, Mar del Plata",-38.005733,-57.552229,3601,Gascón,Mar del Plata,Buenos Aires,2
472d7e5ea7fe9dceecff1ce46bd66cf6cd33ab0b,2016-03-01,sell,Departamento,-38.0130833718,-57.5756092671,120000.0,0,70.0,3,,"Semipiso de 3 ambientes a estrenar con cochera y baulera. Diseño moderno, pisos porcelanato, carpintería de aluminio con DVH, calefacción por radiadores. Balcón al frente y contrafrente. Terraza en común.",Av. Paso al 3700,-38.01306791836735,-57.57559477551021,3839,Avenida Juan José Paso,Mar del Plata,Buenos Aires,2
57aefee701f121f56b39894af62909439bac3ea7,2016-05-03,sell,Departamento,-34.5790383,-58.5389952,120000.0,77,63.0,3,1200.0,"Muy Lindo 3 ambientes al contra frente con 2 baños y Jardín de Invierno. Cocina Comedor, Amplio Living seguido por un jardín de invierno con Balcón al contra frente, 2 Dormitorios con Placard, Baño completo, Toilette y Lavadero Separado. MUY BUENO!!! 1 Cdra. Peatonal 1/2 Cuacda Plaza426",Departamento 3 ambientes al contra Frente a 1 cuadras Plaza San Martin,-34.578989,-58.53904442857143,3985,52 - Belgrano,General San Martín,Buenos Aires,2
02537cf4b76624c6a5c86df0eb86c5812e14ff21,2016-04-04,sell,Departamento,-34.674062,-58.350463,120000.0,80,70.0,4,,"Semipiso 4 Ambientes - 80 M2 - Balcón a la calle Estomba  - 1 Baño Completo - 1 Toilette - 1 Baño de Servicio - Lavadero independiente - Servicios individuales - Muy buen estado general!!! ""POSIBILIDAD DE PERMUTA POR 3 AMBIENTES EN BARRACAS""*Las propiedades  publicadas se encuentran  sujeta a autorización y confección del COTI por parte  del y/o los propietarios.",4 Ambientes ,-34.67422831836735,-58.350623551020405,2431,Avenida Bartolomé Mitre,Sarandí,Buenos Aires,2
d453371dabe6ba392a4822641a62a3deaac87ee0,2016-02-26,sell,PH,-34.5018,-58.5205,120000.0,0,56.0,4,,"para reciclar p,h p.alta 4amb living cocina comedor 3dor baño patio chico terraza de todo el perimetro del p.h sin expensas CLAUDIO PARRA PROPIEDADESCASA CENTRAL: Av. Fleming 2698 - MartínezTelefono:  (rotativas)SUCURSAL: Ibera 5089 - PB 1 (1431) VILLA URQUIZATelefono:  / 1941",PH en Martinez,-34.5017513877551,-58.520525612244896,1863,Corrientes,Martínez,Buenos Aires,2
c96fee2ac75079479741ddc9cd26832f47929e52,2016-05-12,sell,Departamento,-34.6784153,-58.5727837,120000.0,87,70.0,3,,"Es un DEPARTAMENTO tipo DUPLEX que en su planta baja posee entrada de auto, living, cocina, toilette y patio con lavadero. En su planta alta posee 2 dormitorios y baÃ±o. -  - RUSSO PROPIEDADES",DEPARTAMENTO EN VENTA,-34.678421750000005,-58.572784375,2532,Carrasco,San Justo,Buenos Aires,2
7c10ad6f117a7ee65f6c6a5147f783926f5217c2,2016-05-12,sell,Casa,-34.6828734,-58.5455177,120000.0,300,100.0,3,,"Es una CASA de 3 ambientes que cuenta con entrada de auto, cocina-comedor, 2 dormitorios, baño y  fondo libre.LOTE: 10 x 30.- -  - RUSSO PROPIEDADES",CASA EN VENTA,-34.6829648367347,-58.54544163265306,1956,Yeruá,San Justo,Buenos Aires,2
0394ba9793c42e1dae4d7ae34731b8ab7d671db3,2016-03-22,sell,Casa,-34.4585795841,-58.6368503991,120000.0,50,50.0,2,,"CASA 2 AMBIENTES EN VENTA EN GENERAL PACHECOCasa a reciclar ó demolerMuy buena ubicaciónCompuesta por: Living, cocina-comedor, baño, 1 dormitorio.  EXTERIOR: Entrada para 1 auto, jardín.DETALLES: Estilo americana con fachada de revoque pintado, techo de losa, aberturas en madera. Pisos de mosaico.FORMA DE PAGO: CONTADOSi necesitas vender tu propiedad para poder realizar una compra o mudarte, solicitanos una tasación y te asesoraremos.SERVICIOS: Pavimento. Luz. Agua corriente. Gas natural en puerta.MEDIDAS y SUPERFICIES:LOTE: 219 M2Superficie cub.: 50.00 m² aproxPozzi Inmobiliaria*Las medidas consignadas no son exactas. Tienen un fin meramente orientativo, no vinculantes. Las medidas y superficies reales surgirán del titulo de propiedad. Las especificaciones de esta publicación pueden modificarse sin previo aviso.",CASA 2 AMBIENTES EN VENTA EN GENERAL PACHECO,-34.45851568571428,-58.63689180816327,989,Santa Fe,General Pacheco,Buenos Aires,2
b560310cfacc02c9458609fddefb8058fb21ff05,2016-04-04,sell,PH,-34.5102,-58.5077,120000.0,0,70.0,3,,"Ph planta alta reciclado, 2 dormit a 5c de av uzal, pisos parquet y granito, living muy luminoso, cocina comedor comun con muebles bajo mesada, artefac cocina comun , amplia patio terraza9.8x7.4/3.6//  sup cub 70m2+patio-tza= total 122 aprox .-, buena categoria, techo chapa.“Los datos, medidas y antigüedad son estimativos y suministrados por el dueño.”Código de propiedad: AC46280Horacio Igarzabal CMCPSI Mat Nº 3154 DIC PROPIEDADES S.A. - ",PH en Olivos,-34.51027424489796,-58.50779997959184,3535,Juan B. Justo,Vicente López,Buenos Aires,2
d29ec86efd8dd6a22ef8daf8ad86359905dc90a3,2016-03-28,sell,Departamento,-34.508207,-58.4783581,120000.0,0,42.0,3,,"EXCELENTE 3AMB ZONA PUERTO - El mismo cuenta con un hall de entrada de 2.80 x 1, living comedor de 4.50 x 3 con pisos en parquet, cocina de 2.70 x 1.30 con lavadero incorporado, dos dormitorios uno de 2.10 x 2.90 con pisos de parquet mas vestidor de 2.40 x 1.20, y el segundo de 4.30 x 3 con placard, baño completo.  Exp: $ 500  SE ESCUCHAN OFERTAS Y SE TOMA PROPIEDAD MENOR VALOR!!!  2 piso por escalera y terraza de uso comun!!!",Departamento en Olivos,-34.50819582646735,-58.47836126778809,2387,Bartolomé Cruz,Vicente López,Buenos Aires,2
fa93153bfa53238018dc5fcaf99212218c42a2d9,2016-04-04,sell,Departamento,-34.5419,-58.492,120000.0,0,49.0,3,,"DPTO 3 AMB EN MUY BUEN ESTADO DE CONSERVACION, A METROS DE EST. JB JUSTO.  BALCON, PLACARES EN DORMITORIOS, BAJAS EXPENSAS// VENTA NO CONDICIONADA//  ""LOS DATOS, MEDIDAS Y ANTIGUEDAD SON ESTIMADOS Y SUMINISTRADOS POR EL DUEÃ‘O""  Código de propiedad: AC45778Horacio Igarzabal CMCPSI Mat Nº 3154 DIC PROPIEDADES S.A. - ",Departamento en Florida Venta,-34.54201221632653,-58.49215824489796,323,Valle Grande,Vicente López,Buenos Aires,2
bfb3f34dcc5e00e5a93a88f0dabeb41f428b2647,2016-05-03,sell,Departamento,-34.5337875,-58.4788452,120000.0,64,59.0,3,980.0,"VENTA DEPARTAMENTO 3 AMBIENTES EN FLORIDADepartamento de 3 ambientes al frente en Florida, a tres cuadras de la estación A. Del Valle. Rápidos accesos. Excelente luminosidad. Vista abierta. Cuenta con living comedor. Baño reciclado hace 7 años. Placard de apoyo. Cocina comedor con muebles completos. 2 dormitorios con placard. Balcón con cerramiento de aluminio. Para más información contáctenos: Sucursal Núñez: Sucursal Olivos: Sucursal Villa Adelina: Sucursal Carapachay: Sucursal Florida: ",Departamento en Florida,-34.53382586326531,-58.478813197959184,1512,Agustín Álvarez,Vicente López,Buenos Aires,2
36dd751d14d1ecd0717d61470a0fa904381b275c,2016-04-04,sell,PH,-34.5352564504,-58.4849478153,120000.0,94,64.0,4,,"PH 2º PISO AL FRENTE, 3 DORM, LIVING COMEDOR, COCINA, LAVADERO CUBIERTO, AMPLIO PATIO 9.14X2.40. SUPERFICIE TOTAL CUB + DESCUB: 94M2. SIN EXPENSAS, PROXIMO A AV MAIPU//""LOS DATOS, MEDIDAS Y ANTIGUEDAD SON ESTIMADOS Y SUMINISTRADOS POR EL DUEÑO"" Código de propiedad: DPH205770Horacio Igarzabal CMCPSI Mat Nº 3154 DIC PROPIEDADES S.A. - ",PH en Florida Mitre/Este,-34.53529348979592,-58.48493768367347,1940,General Juan Lavalle,Vicente López,Buenos Aires,2
a26946fb916b624bb0f15bffd535a36431977240,2016-05-10,sell,Departamento,-34.7422377,-58.4166812,120000.0,92,92.0,3,,"Departamento en primer piso con amplio garage de 33 m² con toilette (Ex Local). hall de acceso c/rejas independiente, living comedor c/piso cerámico, estufa y equipo de AA, patio cerrado tipo jardín de invierno, cocina c/m/b/s/mesada y barra, lavadero, hall distribuidor, 2 dormitorios c/piso cerámico, placard, estufa de TB y equipo de AA, baño completo c/bañera. amplia baulera tipo altillo.El Garage es una UF separada, ideal como local. APTO CRÉDITOEn común con Vieytes Propiedades.Para consultas telefónicas tenga este código a mano: PAP191436",3 Ambientes c/cochera,-34.74221908333333,-58.416677875000005,1489,Avenida Alberto Larroque,Banfield,Buenos Aires,2
49da04e3dda77ad0b5b4fc50915b05a19316c756,2016-03-03,sell,PH,-34.6422249,-58.5483316,120000.0,81,60.0,3,,Venta de DEPARTAMENTO/TIPO CASA 3 AMBIENTES en Ramos MejíaImpecable frente totalmente independiente Gran living de ingreso Cocina separada del comedor Ambientes muy amplios Baño completo Patio Cuarto de herramientas en bajo escalera Parrilla Escalera de acceso a terraza Terraza con posibilidades de construir Sin expensas Solo dos unidades funcionales en terreno Absolutamente independiente Apto credito  ***CONSULTE Whatsapp +54 9 11 53772762******  // Comercialización sujeta - a la concreción de la tramitación del COTI por parte del propietario - Dar acatamiento a la resolución general nº 2371 de AFIPAccedé al video de esta propiedad desde nuestro canal de You tube en CIMARELLI Inmobiliaria o en este link https:// -  - PATRICIA CIMARELLI PROPIEDADES,PH EN VENTA,-34.6422739,-58.5483775,301,General Guido,Ramos Mejía,Buenos Aires,2
0cbff700e645b20b42ad0ae5316be14b4856ba7f,2016-05-12,sell,Departamento,-34.6535416,-58.5608935,120000.0,75,75.0,4,,"Es un departamento que posee living-comedor, cocina, 3 dormitorios con placard, baño completo, balcon corrido al frente y balcon interno. -  - RUSSO PROPIEDADES",DEPARTAMENTO EN VENTA,-34.65350065306123,-58.560857530612246,1520,Necochea,Ramos Mejía,Buenos Aires,2
7e429f316cce62fb078f107bf049a763a0b1ad77,2016-04-10,sell,Casa,-34.6424589,-58.5466997,120000.0,250,110.0,3,,Casa 3 ambientes s/ lote 10x25. - 2 dormitorios - baño - cocina - living comedor. - patio. - cochera p/varios autos. - jardín. - Colectivos en la zona. - Excelente inversión. - Comercialización sujeta a la concreción de la tramitación del Coti por parte del propietario � Dar acatamiento a la resolución general nº 2371 de afip. -  - MAGGIO PROPIEDADES,CASA EN VENTA,-34.64250089183673,-58.54673841632653,440,Charcas,Ramos Mejía,Buenos Aires,2
